ID,rep,week,oxy,Genus,Length,fraction of reads,project
22_HOW5,4,5,High,Empedobacter,6278,2.3691049912930496e-05,1056058
52_LOW8,4,8,Low,Thermodesulfobacterium,2417,2.3667756422534336e-05,1056118
70_HOW9,4,9,High,Pleomorphomonas,11640,2.3665630801264364e-05,1056154
16_LOW5,4,5,Low,Phaeospirillum,3000,2.3662400973481247e-05,1056046
4_LOW4,4,4,Low,Haemophilus,3643,2.3649795184327347e-05,1056022
4_LOW4,4,4,Low,Leptospirillum,2424,2.3649795184327347e-05,1056022
4_LOW4,4,4,Low,Photorhabdus,3877,2.3649795184327347e-05,1056022
94_HOW11,4,11,High,Belliella,2845,2.361054651371149e-05,1056202
124_LOW14,4,14,Low,Oceanicola,24925,2.3588899492787774e-05,1056262
10_HOW4,4,4,High,Terriglobus,4232,2.3581946996612922e-05,1056034
10_HOW4,4,4,High,Xylella,688,2.3581946996612922e-05,1056034
70_HOW9,4,9,High,Alistipes,12955,2.3567636470824344e-05,1056154
94_HOW11,4,11,High,Rhizobium,17626,2.356706484425714e-05,1056202
16_LOW5,4,5,Low,Haliscomenobacter,5869,2.353653713851592e-05,1056046
16_LOW5,4,5,Low,Nitrospina,1566,2.353653713851592e-05,1056046
16_LOW5,4,5,Low,Paludibacter,4380,2.353653713851592e-05,1056046
28_LOW6,4,6,Low,Actinopolyspora,810,2.3526743340247074e-05,1056070
28_LOW6,4,6,Low,Novispirillum,1838,2.3526743340247074e-05,1056070
112_LOW13,4,13,Low,Oligotropha,392,2.3501461984761943e-05,1056238
22_HOW5,4,5,High,Dokdonia,6103,2.3495256111997188e-05,1056058
10_HOW4,4,4,High,Myroides,5796,2.3474266873340717e-05,1056034
10_HOW4,4,4,High,Sulfurihydrogenibium,984,2.3474266873340717e-05,1056034
88_LOW11,4,11,Low,Aquiflexum,10575,2.3469916956534515e-05,1056190
88_LOW11,4,11,Low,Roseomonas,5538,2.3469916956534515e-05,1056190
70_HOW9,4,9,High,Methanosaeta,12392,2.3469642140384325e-05,1056154
76_LOW10,4,10,Low,Campylobacter,1871,2.346712276566045e-05,1056166
40_LOW7,4,7,Low,Flectobacillus,8728,2.3461209907250342e-05,1056094
112_LOW13,4,13,Low,Pontibacillus,765,2.345300536211295e-05,1056238
70_HOW9,4,9,High,Tistrella,9753,2.3420644975164317e-05,1056154
112_LOW13,4,13,Low,Rickettsia,488,2.3404548739463955e-05,1056238
76_LOW10,4,10,Low,Chrysiogenes,2479,2.3398904385527715e-05,1056166
22_HOW5,4,5,High,Brevibacillus,8587,2.3397359211530532e-05,1056058
22_HOW5,4,5,High,Spirosoma,6822,2.3397359211530532e-05,1056058
40_LOW7,4,7,Low,Afipia,6749,2.3363860488548057e-05,1056094
88_LOW11,4,11,Low,Psychroflexus,7945,2.3346715292720684e-05,1056190
64_LOW9,4,9,Low,Novispirillum,4747,2.333329758870724e-05,1056142
58_HOW8,4,8,High,Haliscomenobacter,11568,2.332710411069638e-05,1056130
4_LOW4,4,4,Low,Nitrospina,3753,2.3311940967408386e-05,1056022
4_LOW4,4,4,Low,Oceanimonas,2015,2.3311940967408386e-05,1056022
28_LOW6,4,6,Low,Cohnella,2039,2.329832835636118e-05,1056070
16_LOW5,4,5,Low,Actinomadura,5123,2.3284809468585266e-05,1056046
34_HOW6,4,6,High,Desulfobacula,2506,2.3268177439043224e-05,1056082
40_LOW7,4,7,Low,Solirubrobacter,9330,2.3266511069845773e-05,1056094
112_LOW13,4,13,Low,Mycobacterium,14432,2.3259178871516976e-05,1056238
64_LOW9,4,9,Low,Terriglobus,9039,2.3234006960670187e-05,1056142
94_HOW11,4,11,High,Achromobacter,17621,2.3219211488622346e-05,1056202
52_LOW8,4,8,Low,Thermobifida,2441,2.3205946541119033e-05,1056118
22_HOW5,4,5,High,Ensifer,2653,2.320156541059722e-05,1056058
28_LOW6,4,6,Low,Chelativorans,1894,2.3184120864418233e-05,1056070
40_LOW7,4,7,Low,Cyclobacterium,4270,2.316916165114349e-05,1056094
40_LOW7,4,7,Low,Lysinibacillus,614,2.316916165114349e-05,1056094
82_HOW10,4,10,High,Collimonas,12639,2.3165798313004064e-05,1056178
106_HOW12,4,12,High,Vibrio,19316,2.3164280534638834e-05,1056226
16_LOW5,4,5,Low,Cecembia,2330,2.3158945633619943e-05,1056046
4_LOW4,4,4,Low,Bifidobacterium,1791,2.3143013858948906e-05,1056022
4_LOW4,4,4,Low,Marinospirillum,3449,2.3143013858948906e-05,1056022
76_LOW10,4,10,Low,Rhodopseudomonas,9955,2.3126030864996782e-05,1056166
46_HOW7,4,7,High,Formosa,16759,2.3109251636858267e-05,1056106
58_HOW8,4,8,High,Luteimonas,11577,2.309088027160072e-05,1056130
28_LOW6,4,6,Low,Desulfonatronum,3640,2.3069913372475288e-05,1056070
28_LOW6,4,6,Low,Saccharothrix,1526,2.3069913372475288e-05,1056070
82_HOW10,4,10,High,Cellvibrio,2377,2.3066587185325247e-05,1056178
10_HOW4,4,4,High,Maricaulis,2459,2.3043546380251897e-05,1056034
16_LOW5,4,5,Low,Bilophila,2528,2.3033081798654616e-05,1056046
106_HOW12,4,12,High,Roseovarius,23904,2.2983309592961968e-05,1056226
52_LOW8,4,8,Low,Acidiphilium,2595,2.297504160041138e-05,1056118
52_LOW8,4,8,Low,Pseudoxanthomonas,5238,2.297504160041138e-05,1056118
28_LOW6,4,6,Low,Oceanicola,1877,2.295570588053234e-05,1056070
10_HOW4,4,4,High,Thiocapsa,4514,2.293586625697969e-05,1056034
46_HOW7,4,7,High,Parabacteroides,17573,2.2935497865152564e-05,1056106
70_HOW9,4,9,High,Simkania,9631,2.2930673322964227e-05,1056154
112_LOW13,4,13,Low,Rhodonellum,8084,2.2919982512974017e-05,1056238
40_LOW7,4,7,Low,Rhodococcus,6815,2.287711339503664e-05,1056094
40_LOW7,4,7,Low,Rudanella,5693,2.287711339503664e-05,1056094
112_LOW13,4,13,Low,Anaerovorax,469,2.2871525890325026e-05,1056238
64_LOW9,4,9,Low,Methanolobus,4990,2.283684444852198e-05,1056142
82_HOW10,4,10,High,Microvirga,13645,2.28185593661282e-05,1056178
22_HOW5,4,5,High,Mesoflavibacter,5916,2.2809977808730602e-05,1056058
70_HOW9,4,9,High,Terriglobus,12444,2.27836818273042e-05,1056154
46_HOW7,4,7,High,Clostridium,16495,2.2761744093446863e-05,1056106
58_HOW8,4,8,High,Colwellia,5770,2.2736544512957232e-05,1056130
70_HOW9,4,9,High,Moraxella,4529,2.273468466208419e-05,1056154
70_HOW9,4,9,High,Ruegeria,11554,2.273468466208419e-05,1056154
106_HOW12,4,12,High,Agrobacterium,23962,2.2729950274614357e-05,1056226
34_HOW6,4,6,High,Actinomadura,3969,2.2728451673704592e-05,1056082
28_LOW6,4,6,Low,Acidobacterium,3440,2.2727290896646446e-05,1056070
22_HOW5,4,5,High,Lewinella,10856,2.2712080908263947e-05,1056058
130_HOW14,4,14,High,Duganella,35244,2.2643258638834843e-05,1056274
70_HOW9,4,9,High,Gulosibacter,8911,2.2636690331644172e-05,1056154
4_LOW4,4,4,Low,Anaerolinea,3296,2.263623253357046e-05,1056022
82_HOW10,4,10,High,Fluviicola,17022,2.2620137110770563e-05,1056178
100_LOW12,4,12,Low,Cytophaga,13802,2.2615611518848816e-05,1056214
22_HOW5,4,5,High,Desulfuromonas,4955,2.261418400779729e-05,1056058
88_LOW11,4,11,Low,Bdellovibrio,5738,2.2607505309837707e-05,1056190
124_LOW14,4,14,Low,Brachymonas,11924,2.257119658708969e-05,1056262
34_HOW6,4,6,High,Haliscomenobacter,13695,2.254854308525838e-05,1056082
70_HOW9,4,9,High,Brachyspira,12714,2.2538696001204153e-05,1056154
112_LOW13,4,13,Low,Erwinia,992,2.253232953178207e-05,1056238
16_LOW5,4,5,Low,Gemmatimonas,3602,2.2529626458793312e-05,1056046
16_LOW5,4,5,Low,Roseomonas,3454,2.2529626458793312e-05,1056046
94_HOW11,4,11,High,Coraliomargarita,19709,2.2523504777352764e-05,1056202
46_HOW7,4,7,High,Cohnella,2727,2.250111343588831e-05,1056106
4_LOW4,4,4,Low,Bartonella,1527,2.246730542511098e-05,1056022
4_LOW4,4,4,Low,Xylanimonas,2804,2.246730542511098e-05,1056022
118_HOW13,4,13,High,Azohydromonas,37982,2.245877421931689e-05,1056250
64_LOW9,4,9,Low,Flexibacter,7536,2.243968193637377e-05,1056142
112_LOW13,4,13,Low,Marinobacter,10958,2.2435416286484082e-05,1056238
34_HOW6,4,6,High,Stenotrophomonas,9150,2.242860402629424e-05,1056082
88_LOW11,4,11,Low,Frateuria,5049,2.2422702814116962e-05,1056190
22_HOW5,4,5,High,Luteibacter,6427,2.2418390206863984e-05,1056058
46_HOW7,4,7,High,Anaerophaga,20523,2.2414236550035462e-05,1056106
16_LOW5,4,5,Low,Saccharospirillum,1974,2.240376262382799e-05,1056046
52_LOW8,4,8,Low,Planctomyces,6953,2.239777924864225e-05,1056118
58_HOW8,4,8,High,Algoriphagus,12635,2.2382208754313742e-05,1056130
70_HOW9,4,9,High,Agrobacterium,12433,2.2342707340324118e-05,1056154
70_HOW9,4,9,High,Catenovulum,4358,2.2342707340324118e-05,1056154
70_HOW9,4,9,High,Chthonomonas,11802,2.2342707340324118e-05,1056154
64_LOW9,4,9,Low,Acidobacterium,5826,2.234039130833672e-05,1056142
118_HOW13,4,13,High,Verminephrobacter,13077,2.2309333706450713e-05,1056250
4_LOW4,4,4,Low,Echinicola,3353,2.22983783166515e-05,1056022
4_LOW4,4,4,Low,Olivibacter,3209,2.22983783166515e-05,1056022
40_LOW7,4,7,Low,Saccharophagus,3538,2.2293016882822937e-05,1056094
10_HOW4,4,4,High,Desulfosporosinus,2812,2.228978551734646e-05,1056034
52_LOW8,4,8,Low,Salinimicrobium,5028,2.2282326778288424e-05,1056118
16_LOW5,4,5,Low,Geodermatophilus,5272,2.227789878886266e-05,1056046
28_LOW6,4,6,Low,Gramella,4671,2.2270460928874657e-05,1056070
28_LOW6,4,6,Low,Janibacter,1027,2.2270460928874657e-05,1056070
28_LOW6,4,6,Low,Leptospirillum,5648,2.2270460928874657e-05,1056070
58_HOW8,4,8,High,Salinimonas,1007,2.2264096834765913e-05,1056130
70_HOW9,4,9,High,Haliea,6757,2.219571584466409e-05,1056154
40_LOW7,4,7,Low,Ktedonobacter,4762,2.2195667464120656e-05,1056094
10_HOW4,4,4,High,Inquilinus,5160,2.2182105394074255e-05,1056034
10_HOW4,4,4,High,Lysinibacillus,1407,2.2182105394074255e-05,1056034
28_LOW6,4,6,Low,Campylobacter,5366,2.2156253436931712e-05,1056070
16_LOW5,4,5,Low,Myroides,4081,2.2152034953897335e-05,1056046
70_HOW9,4,9,High,Humibacter,11006,2.2146718679444082e-05,1056154
4_LOW4,4,4,Low,Aneurinibacillus,713,2.212945120819202e-05,1056022
4_LOW4,4,4,Low,Rhodospirillum,3332,2.212945120819202e-05,1056022
22_HOW5,4,5,High,Candidatus Protochlamydia,6925,2.2124699505464017e-05,1056058
46_HOW7,4,7,High,Cesiribacter,17420,2.2110167449550482e-05,1056106
70_HOW9,4,9,High,Pirellula,12544,2.2097721514224074e-05,1056154
94_HOW11,4,11,High,Phaeospirillum,10461,2.2088688082809273e-05,1056202
106_HOW12,4,12,High,Uliginosibacterium,18772,2.2078454884577638e-05,1056226
10_HOW4,4,4,High,Haloferax,2396,2.207442527080205e-05,1056034
10_HOW4,4,4,High,Spirochaeta,3764,2.207442527080205e-05,1056034
88_LOW11,4,11,Low,Desulfatibacillum,6210,2.2053097822675477e-05,1056190
52_LOW8,4,8,Low,Schlesneria,3989,2.2051421837580772e-05,1056118
28_LOW6,4,6,Low,Psychroserpens,5898,2.2042045944988763e-05,1056070
76_LOW10,4,10,Low,Runella,10515,2.203453678287304e-05,1056166
22_HOW5,4,5,High,Salmonella,6464,2.202680260499736e-05,1056058
22_HOW5,4,5,High,Verminephrobacter,4506,2.202680260499736e-05,1056058
40_LOW7,4,7,Low,Alteromonas,5879,2.2000968626716087e-05,1056094
70_HOW9,4,9,High,Butyrivibrio,10926,2.1999727183784055e-05,1056154
4_LOW4,4,4,Low,Loktanella,2614,2.196052409973254e-05,1056022
64_LOW9,4,9,Low,Luteibacter,4720,2.194322879618851e-05,1056142
64_LOW9,4,9,Low,Rhodonellum,4655,2.194322879618851e-05,1056142
28_LOW6,4,6,Low,Lacinutrix,4247,2.1927838453045815e-05,1056070
58_HOW8,4,8,High,Cecembia,6108,2.1909761076122422e-05,1056130
10_HOW4,4,4,High,Klebsiella,3595,2.185906502425764e-05,1056034
64_LOW9,4,9,Low,Desulfotomaculum,5711,2.184393816815146e-05,1056142
22_HOW5,4,5,High,Gordonia,7175,2.1831008804064054e-05,1056058
76_LOW10,4,10,Low,Caldimonas,10505,2.1829881642474837e-05,1056166
52_LOW8,4,8,Low,Thermosediminibacter,1857,2.182051689687312e-05,1056118
88_LOW11,4,11,Low,Sphingomonas,8857,2.1806694495047816e-05,1056190
40_LOW7,4,7,Low,Amphritea,4189,2.180626978931152e-05,1056094
46_HOW7,4,7,High,Actinoalloteichus,1084,2.1806098349065505e-05,1056106
16_LOW5,4,5,Low,Arcticibacter,4089,2.1774443449001358e-05,1056046
76_LOW10,4,10,Low,Nitrococcus,560,2.1761663262342103e-05,1056166
112_LOW13,4,13,Low,Pandoraea,10176,2.175702356939817e-05,1056238
22_HOW5,4,5,High,Actinoplanes,6183,2.1733111903597398e-05,1056058
70_HOW9,4,9,High,Aromatoleum,7424,2.1705744192464e-05,1056154
88_LOW11,4,11,Low,Thiocystis,8346,2.168349283123399e-05,1056190
82_HOW10,4,10,High,Delftia,11406,2.167763139782179e-05,1056178
58_HOW8,4,8,High,Psychroserpens,11679,2.1673537237026764e-05,1056130
70_HOW9,4,9,High,Archaeoglobus,10891,2.1656747027243992e-05,1056154
16_LOW5,4,5,Low,Megamonas,756,2.1648579614036034e-05,1056046
4_LOW4,4,4,Low,Oceanibaculum,1815,2.1622669882813575e-05,1056022
40_LOW7,4,7,Low,Amycolatopsis,7224,2.1611570951906952e-05,1056094
52_LOW8,4,8,Low,Gemmata,5573,2.158961195616547e-05,1056118
64_LOW9,4,9,Low,Ectothiorhodospira,4566,2.1546066284040302e-05,1056142
64_LOW9,4,9,Low,Photobacterium,3498,2.1546066284040302e-05,1056142
16_LOW5,4,5,Low,Riemerella,3140,2.1522715779070707e-05,1056046
16_LOW5,4,5,Low,Salinisphaera,1207,2.1522715779070707e-05,1056046
70_HOW9,4,9,High,Thiorhodococcus,3419,2.1509755531583965e-05,1056154
76_LOW10,4,10,Low,Mucilaginibacter,7145,2.1488789741811167e-05,1056166
28_LOW6,4,6,Low,Geobacillus,2594,2.147100848527403e-05,1056070
28_LOW6,4,6,Low,Neptunomonas,2624,2.147100848527403e-05,1056070
34_HOW6,4,6,High,Mucilaginibacter,13640,2.1469091554581117e-05,1056082
70_HOW9,4,9,High,Cesiribacter,12273,2.1460758366363957e-05,1056154
46_HOW7,4,7,High,Legionella,10613,2.1458590805654105e-05,1056106
4_LOW4,4,4,Low,Pectobacterium,2234,2.1453742774354094e-05,1056022
82_HOW10,4,10,High,Fulvivirga,13638,2.1429603578624744e-05,1056178
100_LOW12,4,12,Low,Arenimonas,9929,2.1428156976093032e-05,1056214
76_LOW10,4,10,Low,Saccharophagus,2421,2.1420571361678434e-05,1056166
46_HOW7,4,7,High,Leadbetterella,17212,2.141515236272768e-05,1056106
100_LOW12,4,12,Low,Paludibacter,9940,2.137418176960413e-05,1056214
52_LOW8,4,8,Low,Dyella,3647,2.1358707015457814e-05,1056118
28_LOW6,4,6,Low,Haloarcula,1991,2.135680099333108e-05,1056070
76_LOW10,4,10,Low,Methylocystis,5012,2.13523529815457e-05,1056166
58_HOW8,4,8,High,Anaerovorax,469,2.1319201478383274e-05,1056130
58_HOW8,4,8,High,Bdellovibrio,2530,2.1319201478383274e-05,1056130
4_LOW4,4,4,Low,Haloglycomyces,2344,2.1284815665894614e-05,1056022
88_LOW11,4,11,Low,Legionella,5883,2.1252287007885583e-05,1056190
22_HOW5,4,5,High,Halococcus,7043,2.1243627401264123e-05,1056058
28_LOW6,4,6,Low,Humibacter,1125,2.1242593501388136e-05,1056070
130_HOW14,4,14,High,Methyloversatilis,33415,2.1230507666567853e-05,1056274
34_HOW6,4,6,High,Chrysiogenes,2931,2.1229213436652835e-05,1056082
76_LOW10,4,10,Low,Thiorhodospira,3467,2.1215916221280234e-05,1056166
64_LOW9,4,9,Low,Pelodictyon,4049,2.1148903771892094e-05,1056142
22_HOW5,4,5,High,Actinomadura,5691,2.1145730500797468e-05,1056058
16_LOW5,4,5,Low,Terriglobus,5901,2.114512427417473e-05,1056046
88_LOW11,4,11,Low,Xenorhabdus,2412,2.1129085344071756e-05,1056190
40_LOW7,4,7,Low,Gemmatimonas,4839,2.1124823858395536e-05,1056094
40_LOW7,4,7,Low,Thermobifida,1769,2.1124823858395536e-05,1056094
70_HOW9,4,9,High,Enterococcus,9641,2.111777820982389e-05,1056154
4_LOW4,4,4,Low,Pirellula,3611,2.1115888557435133e-05,1056022
46_HOW7,4,7,High,Halonatronum,482,2.11110832622427e-05,1056106
106_HOW12,4,12,High,Spirosoma,15631,2.110121179952256e-05,1056226
28_LOW6,4,6,Low,Holospora,1414,2.1014178517502242e-05,1056070
52_LOW8,4,8,Low,Desulfonema,3872,2.1012349604396337e-05,1056118
52_LOW8,4,8,Low,Hydrocarboniphaga,2807,2.1012349604396337e-05,1056118
52_LOW8,4,8,Low,Maribacter,4692,2.1012349604396337e-05,1056118
52_LOW8,4,8,Low,Melioribacter,5464,2.1012349604396337e-05,1056118
88_LOW11,4,11,Low,Adhaeribacter,9702,2.1005883680257925e-05,1056190
100_LOW12,4,12,Low,Azonexus,10065,2.0996355324181838e-05,1056214
106_HOW12,4,12,High,Achromobacter,20902,2.0992629234516442e-05,1056226
70_HOW9,4,9,High,Chelatococcus,5911,2.0970786714163867e-05,1056154
70_HOW9,4,9,High,Glaciecola,5862,2.0970786714163867e-05,1056154
4_LOW4,4,4,Low,Melioribacter,2211,2.0946961448975653e-05,1056022
4_LOW4,4,4,Low,Porphyromonas,2611,2.0946961448975653e-05,1056022
100_LOW12,4,12,Low,Brachymonas,11687,2.0942380117692938e-05,1056214
112_LOW13,4,13,Low,Flectobacillus,10371,2.0933260984365278e-05,1056238
40_LOW7,4,7,Low,Desulfobacter,5975,2.0930125020990967e-05,1056094
16_LOW5,4,5,Low,Ectothiorhodospira,2788,2.089339660424408e-05,1056046
16_LOW5,4,5,Low,Gelidibacter,5625,2.089339660424408e-05,1056046
16_LOW5,4,5,Low,Kaistia,3420,2.089339660424408e-05,1056046
16_LOW5,4,5,Low,Meiothermus,3139,2.089339660424408e-05,1056046
10_HOW4,4,4,High,Marinimicrobium,2696,2.0889943914807793e-05,1056034
10_HOW4,4,4,High,Syntrophus,4036,2.0889943914807793e-05,1056034
22_HOW5,4,5,High,Brachymonas,3783,2.0852039799397505e-05,1056058
46_HOW7,4,7,High,Olleya,17485,2.085045260468415e-05,1056106
70_HOW9,4,9,High,Porphyrobacter,10947,2.082379521850384e-05,1056154
10_HOW4,4,4,High,Gordonia,4949,2.0782263791535587e-05,1056034
52_LOW8,4,8,Low,Methanosalsum,1568,2.0781444663688686e-05,1056118
52_LOW8,4,8,Low,Myroides,3798,2.0781444663688686e-05,1056118
4_LOW4,4,4,Low,Azorhizobium,2792,2.077803434051617e-05,1056022
4_LOW4,4,4,Low,Saprospira,4430,2.077803434051617e-05,1056022
16_LOW5,4,5,Low,Proteiniphilum,4377,2.0767532769278753e-05,1056046
22_HOW5,4,5,High,Azovibrio,6015,2.075414289893085e-05,1056058
64_LOW9,4,9,Low,Acidiphilium,2925,2.0751741259743885e-05,1056142
64_LOW9,4,9,Low,Pleomorphomonas,6798,2.0751741259743885e-05,1056142
46_HOW7,4,7,High,Herminiimonas,13565,2.0720137275904875e-05,1056106
88_LOW11,4,11,Low,Flexithrix,9376,2.069787952072335e-05,1056190
28_LOW6,4,6,Low,Melitea,3149,2.06715560416734e-05,1056070
52_LOW8,4,8,Low,Formosa,3686,2.066599219333486e-05,1056118
22_HOW5,4,5,High,Natronococcus,5589,2.0656245998464193e-05,1056058
22_HOW5,4,5,High,Pusillimonas,3760,2.0656245998464193e-05,1056058
16_LOW5,4,5,Low,Cryocola,1385,2.0641668934313426e-05,1056046
4_LOW4,4,4,Low,Croceibacter,1581,2.0609107232056688e-05,1056022
4_LOW4,4,4,Low,Hamadaea,3757,2.0609107232056688e-05,1056022
106_HOW12,4,12,High,Bordetella,17086,2.0594493162827337e-05,1056226
34_HOW6,4,6,High,Methanolobus,5299,2.0569548612350063e-05,1056082
10_HOW4,4,4,High,Chrysiogenes,3127,2.056690354499118e-05,1056034
76_LOW10,4,10,Low,Stenotrophomonas,10180,2.046551403982016e-05,1056166
64_LOW9,4,9,Low,Desulfotignum,4355,2.0453869375632728e-05,1056142
34_HOW6,4,6,High,Flexibacter,15050,2.0389640023903854e-05,1056082
70_HOW9,4,9,High,Nakamurella,9996,2.0382820731523758e-05,1056154
70_HOW9,4,9,High,Desulfatibacillum,11431,2.033382356630375e-05,1056154
76_LOW10,4,10,Low,Bordetella,11136,2.032907727955469e-05,1056166
52_LOW8,4,8,Low,Cellvibrio,4909,2.0319634782273383e-05,1056118
70_HOW9,4,9,High,Rhodomicrobium,2860,2.0284826401083738e-05,1056154
4_LOW4,4,4,Low,Lonsdalea,1546,2.0271253015137727e-05,1056022
34_HOW6,4,6,High,Sulfolobus,4050,2.0269700964939713e-05,1056082
106_HOW12,4,12,High,Ensifer,22478,2.026874546780898e-05,1056226
16_LOW5,4,5,Low,Denitrovibrio,1447,2.026407742941745e-05,1056046
64_LOW9,4,9,Low,Desulfatirhabdium,3111,2.0255288119558625e-05,1056142
40_LOW7,4,7,Low,Marichromatium,2529,2.0248679090074982e-05,1056094
28_LOW6,4,6,Low,Xenorhabdus,5263,2.021472607390161e-05,1056070
52_LOW8,4,8,Low,Aquiflexum,4052,2.0204182311919557e-05,1056118
52_LOW8,4,8,Low,Luteibacter,3889,2.0204182311919557e-05,1056118
22_HOW5,4,5,High,Novispirillum,2277,2.016676149613092e-05,1056058
22_HOW5,4,5,High,Thalassospira,4792,2.016676149613092e-05,1056058
64_LOW9,4,9,Low,Psychrobacter,5513,2.0155997491521574e-05,1056142
40_LOW7,4,7,Low,Dehalobacter,2939,2.01513296713727e-05,1056094
88_LOW11,4,11,Low,Pantoea,3385,2.014347203356112e-05,1056190
16_LOW5,4,5,Low,Photobacterium,3441,2.0138213594452122e-05,1056046
70_HOW9,4,9,High,Terracoccus,10042,2.013783490542371e-05,1056154
10_HOW4,4,4,High,Arthrobacter,4309,2.013618305190236e-05,1056034
10_HOW4,4,4,High,Ktedonobacter,3306,2.013618305190236e-05,1056034
100_LOW12,4,12,Low,Pontibacter,9551,2.0132752020359447e-05,1056214
76_LOW10,4,10,Low,Oceanospirillum,2999,2.0124422139156492e-05,1056166
4_LOW4,4,4,Low,Thermosediminibacter,1791,2.0102325906678247e-05,1056022
28_LOW6,4,6,Low,Pirellula,2695,2.0100518581958666e-05,1056070
124_LOW14,4,14,Low,Luteimonas,11779,2.0099632387537195e-05,1056262
52_LOW8,4,8,Low,Haloferax,2829,2.0088729841565728e-05,1056118
52_LOW8,4,8,Low,Moraxella,2135,2.0088729841565728e-05,1056118
58_HOW8,4,8,High,Erythrobacter,2674,2.007902632313106e-05,1056130
22_HOW5,4,5,High,Desulfotomaculum,4072,2.0068864595664263e-05,1056058
22_HOW5,4,5,High,Flexithrix,5856,2.0068864595664263e-05,1056058
22_HOW5,4,5,High,Melioribacter,5694,2.0068864595664263e-05,1056058
64_LOW9,4,9,Low,Blastopirellula,5142,2.005670686348452e-05,1056142
64_LOW9,4,9,Low,Caenispirillum,3815,2.005670686348452e-05,1056142
40_LOW7,4,7,Low,Smaragdicoccus,3930,2.0053980252670416e-05,1056094
10_HOW4,4,4,High,Anaerolinea,3244,2.0028502928630154e-05,1056034
10_HOW4,4,4,High,Capnocytophaga,5749,2.0028502928630154e-05,1056034
16_LOW5,4,5,Low,Imtechella,3338,2.00123497594868e-05,1056046
94_HOW11,4,11,High,Sphingobacterium,6857,2.0001567949000523e-05,1056202
52_LOW8,4,8,Low,Moorella,2289,1.9973277371211902e-05,1056118
34_HOW6,4,6,High,Desulfonema,966,1.9969853317529363e-05,1056082
64_LOW9,4,9,Low,Fibrella,5898,1.9957416235447468e-05,1056142
106_HOW12,4,12,High,Azospirillum,17747,1.994299777279062e-05,1056226
4_LOW4,4,4,Low,Jannaschia,2522,1.9933398798218766e-05,1056022
22_HOW5,4,5,High,Halorubrum,6401,1.9873070794730952e-05,1056058
22_HOW5,4,5,High,Microbacterium,6067,1.9873070794730952e-05,1056058
40_LOW7,4,7,Low,Xanthobacter,5231,1.985928141526585e-05,1056094
70_HOW9,4,9,High,Thermobispora,10156,1.9843851914103656e-05,1056154
58_HOW8,4,8,High,Dyadobacter,9437,1.9842802484035404e-05,1056130
82_HOW10,4,10,High,Roseomonas,4516,1.9842225535763653e-05,1056178
118_HOW13,4,13,High,Thiobacillus,22764,1.9768844987725702e-05,1056250
70_HOW9,4,9,High,Pseudorhodobacter,11621,1.974585758366364e-05,1056154
52_LOW8,4,8,Low,Thiocystis,5585,1.974237243050425e-05,1056118
94_HOW11,4,11,High,Mesorhizobium,10806,1.974067793227443e-05,1056202
124_LOW14,4,14,Low,Pandoraea,13469,1.9699820531727232e-05,1056262
46_HOW7,4,7,High,Cellulomonas,9596,1.9677614645670665e-05,1056106
40_LOW7,4,7,Low,Bacteriovorax,3077,1.966458257786128e-05,1056094
40_LOW7,4,7,Low,Brevundimonas,3252,1.966458257786128e-05,1056094
64_LOW9,4,9,Low,Dyella,6279,1.9659544351336314e-05,1056142
106_HOW12,4,12,High,Thioalkalivibrio,15783,1.961725007777226e-05,1056226
34_HOW6,4,6,High,Psychroflexus,4858,1.961003614063694e-05,1056082
70_HOW9,4,9,High,Cellulosimicrobium,11949,1.9598866088003613e-05,1056154
70_HOW9,4,9,High,Sphaerobacter,10193,1.9598866088003613e-05,1056154
10_HOW4,4,4,High,Thermus,4386,1.959778243554133e-05,1056034
4_LOW4,4,4,Low,Neptuniibacter,2411,1.9595544581299802e-05,1056022
4_LOW4,4,4,Low,Persephonella,1443,1.9595544581299802e-05,1056022
64_LOW9,4,9,Low,Granulicella,7430,1.956025372329926e-05,1056142
28_LOW6,4,6,Low,Caldalkalibacillus,1473,1.9529481122243932e-05,1056070
52_LOW8,4,8,Low,Kribbella,3455,1.95114674897966e-05,1056118
76_LOW10,4,10,Low,Amphritea,5282,1.9510456717961886e-05,1056166
46_HOW7,4,7,High,Thiobacillus,12816,1.9503860873964965e-05,1056106
22_HOW5,4,5,High,Leptonema,5778,1.9481483192864333e-05,1056058
76_LOW10,4,10,Low,Adhaeribacter,8311,1.9442238337829153e-05,1056166
100_LOW12,4,12,Low,Lamprocystis,9911,1.9431074336003757e-05,1056214
4_LOW4,4,4,Low,Acidocella,2425,1.942661747284032e-05,1056022
4_LOW4,4,4,Low,Alicyclobacillus,2978,1.942661747284032e-05,1056022
4_LOW4,4,4,Low,Haliea,2470,1.942661747284032e-05,1056022
4_LOW4,4,4,Low,Kribbella,3164,1.942661747284032e-05,1056022
4_LOW4,4,4,Low,Sutterella,1743,1.942661747284032e-05,1056022
28_LOW6,4,6,Low,Fodinicurvata,665,1.9415273630300984e-05,1056070
106_HOW12,4,12,High,Leisingera,19247,1.9400084947760022e-05,1056226
52_LOW8,4,8,Low,Campylobacter,2629,1.9396015019442774e-05,1056118
22_HOW5,4,5,High,Candidatus Glomeribacter,5688,1.9383586292397678e-05,1056058
